,furnished,price,n_mean_price,neighbourhood,n_numb_temp,temporal,n_unemployment_relative,d_numb_temp,district,d_mean_price,bedrooms,bathrooms,square_meters,elevator,age_building,balcony,parking,heating,metro,energy_ratings,flat,floor_number,real_estate_agency,n_metro_stations,n_pop,n_pop_rel,n_disposable_income,n_unemployment,n_primary_educ,n_green_areas,n_mean_n02pp,n_spanish,n_popdensity,n_mean_age_flats,n_contracts,n_retail_stores,n_services,d_pop,d_pop_rel,d_avgmonth_income,d_noise_complaints,d_crime_rate,d_without_studies,d_primary_studies,d_secondary_studies,d_baccalaureate,d_university,d_no_spec,d_num_trees,d_mean_n02pp,d_spanish,d_metro_stations,d_poverty_risk,d_unemployment,d_unemployment_relative
IP-00873,1,1450,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",2,1,65,1,53,1,0,1,0,E,1,First floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AT2208007,1,1495,"1488,333333",El Coll ,"1,00",1,"0,00",9,Gracia,"1669,173333",3,1,75,0,NA,0,0,1,0,E,1,Ground floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
bcnsa-balmato,1,2500,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",4,3,260,0,NA,0,0,0,0,ET,1,Ground floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AlqBaixTerrass,0,900,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",2,1,48,1,48,1,0,1,0,E,1,Ground floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
101168343,1,1300,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",2,1,60,1,NA,1,0,1,0,ET,1,Fourth floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
ITR3,0,1750,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,94,1,1,1,0,1,0,ET,1,Second floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
BIG000142,0,1650,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,102,1,1,0,0,1,0,ET,1,First floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
682618,1,1350,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",2,1,63,1,17,1,1,1,0,ET,1,Second floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
38082668,0,980,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,94,0,52,0,0,0,0,E,1,Ground floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
101172782,0,1100,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,68,0,NA,1,0,0,0,F,1,Second floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
4125,0,1600,"1488,333333",El Coll ,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,90,1,NA,1,0,1,0,F,1,Third floor,1,0,"7,61",,"21,252","0,286","0,225","0,0162",21-25,"80,83",215,50,"0,0041",112,213,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
105275,1,2500,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",1,1,180,0,93,1,0,0,0,G,1,Ground floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
101174264,0,790,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",0,1,35,1,NA,0,0,0,0,ET,1,Third floor,0,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AJCAH0010,1,1400,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,108,1,37,0,0,1,0,D,1,Second floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
ALKBCNL,1,1200,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",3,1,65,0,69,0,0,1,0,G,1,Second floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
2036_A,1,975,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",3,1,60,1,53,1,0,1,0,E,1,Seventh floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
ABIX2301043,1,2500,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",1,2,189,0,93,1,0,1,0,D,1,Ground floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
50292,1,1500,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",2,1,101,0,44,1,0,1,0,D,1,First floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
W-02R5NH,1,1560,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,93,1,22,1,0,1,0,G,1,Second floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
291,0,1600,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",3,1,95,1,57,1,0,1,0,ET,1,Fifth floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
mare de deu de la salut,0,1900,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",3,2,126,1,2,1,1,0,0,A,1,Fifth floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
1165-23A,0,1200,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",1,1,35,1,63,1,0,1,0,E,1,Ninth floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
922321,0,1200,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",4,2,82,1,54,1,0,1,0,E,1,First floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
002195G,1,950,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",1,1,70,1,173,0,0,0,0,G,1,Ground floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
100629032,0,1050,1495,La Salud,"1,00",0,"0,00",9,Gracia,"1669,173333",3,1,82,1,NA,1,0,1,0,A,1,Second floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
CASARES,1,2100,1495,La Salud,"1,00",1,"0,00",9,Gracia,"1669,173333",1,1,70,0,NA,0,0,1,0,E,1,First floor,1,0,"13,34",,"24,786","0,58","0,167","0,0174",26-30,"83,16",205,54,"0,0084",30,39,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AB2303098-1,1,3200,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",3,1,100,0,NA,1,0,1,0,G,1,Ground floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AT2106006,1,1900,"2078,533333",Villa de Gracia,"3,00",1,"0,00",9,Gracia,"1669,173333",3,1,76,0,NA,1,0,1,1,E,1,Seventh floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
81519869,0,1950,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",3,2,105,1,NA,0,0,0,0,C,1,Third floor,0,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
83849915,1,988,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",0,1,40,1,NA,1,0,1,1,C,1,Ground floor,0,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
BCN-54,1,2050,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",2,1,63,0,144,1,0,1,0,ET,1,Second floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
1/2023,1,2200,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",2,1,75,1,45,1,1,0,0,F,1,Fifth floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
DR RIZAL A1A_A,0,1200,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",2,1,65,1,53,0,0,0,0,D,1,First floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
W-02RZ0M,1,3000,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",3,2,187,1,NA,1,0,1,0,E,1,First floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AB2304072,1,1500,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",3,2,96,1,31,1,NA,1,0,E,1,First floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
231LEP37SAM1AS,1,1900,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",3,1,80,1,NA,1,0,1,0,ET,1,Fourth floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
100920373,0,2000,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",3,2,110,1,NA,1,0,1,0,G,1,Second floor,0,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AT2302001,1,1490,"2078,533333",Villa de Gracia,"3,00",1,"0,00",9,Gracia,"1669,173333",1,1,46,1,NA,1,0,1,0,E,1,Ground floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
W-02S0K0,1,1700,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",3,2,100,0,85,1,0,1,0,E,1,Third floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
MERZOUGA,1,3400,"2078,533333",Villa de Gracia,"3,00",1,"0,00",9,Gracia,"1669,173333",1,1,60,1,NA,1,0,1,0,A,1,Second floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
99475684,1,2700,"2078,533333",Villa de Gracia,"3,00",0,"0,00",9,Gracia,"1669,173333",2,1,70,1,NA,1,0,1,0,ET,1,Second floor,1,2,"49,85",,"23,749","2,208","0,174","0,0066",26-30,"75,52",375,82,"0,0507",153,178,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
2861,1,2600,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",2,1,65,1,80,1,0,1,0,D,1,Fourth floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
101102310,1,1370,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",4,2,95,1,NA,1,0,1,0,E,1,Sixth floor,0,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
PAU ALSINA 71_A,1,1350,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",3,1,100,1,63,1,0,1,0,ET,1,Third floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
CAZALLA,1,3450,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",1,"0,00",9,Gracia,"1669,173333",2,1,160,1,NA,1,0,1,0,E,1,Sixth floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
101075012,NA,1075,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",3,1,60,1,NA,1,0,0,0,E,1,First floor,0,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
BAMBUTI,1,2550,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",1,"0,00",9,Gracia,"1669,173333",2,2,85,1,NA,1,0,1,0,E,1,First floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AVPLL195,0,1475,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",2,1,59,1,NA,1,0,1,1,G,1,Fourth floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
100885574,1,1800,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",2,2,90,0,NA,1,0,1,0,F,1,Ground floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
54p0844,0,1475,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",2,1,61,1,NA,1,0,1,0,D,1,Fourth floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
AP5057,1,1900,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",2,2,80,1,NA,1,0,1,0,C,1,Ground floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
T16841-3,1,2095,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",3,2,82,1,NA,1,0,1,0,D,1,First floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
ROSSELLO,0,1250,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",4,1,85,1,NA,1,0,0,0,E,1,Fifth floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
BCN-31,1,1950,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",1,2,87,1,37,1,0,1,0,ET,1,First floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
001830B,1,1300,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",3,1,72,0,101,1,0,0,0,E,1,Second floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
26749845,0,1200,"1789,333333",Camp d'en Grassot i Gràcia Nova,"2,00",0,"0,00",9,Gracia,"1669,173333",1,1,60,1,NA,0,0,0,0,C,1,Fourth floor,1,1,"35,03",,"25,292","1,43","0,168","0,0021",26-30,"81,71",537,60,"0,0243",1196,1736,"123,614","7,427913533","1,5786","24,82","7,864804957","0,01439541","0,10591174","0,17078361","0,25634194","0,43924507","0,01332223",7593,28,"0,79440443",5,"12,29",3955,"3,199475788"
